genres,release_year,id,playtime_forever
Adventure,2015.0,396930.0,84
Indie,2015.0,396930.0,84
Strategy,2015.0,396930.0,84
Action,2016.0,513140.0,10
Adventure,2016.0,513140.0,10
Indie,2016.0,513140.0,10
Strategy,2016.0,513140.0,10
Action,2002.0,296180.0,596
Adventure,2002.0,296180.0,596
Indie,2002.0,296180.0,596
Action,2003.0,223470.0,2099876
Adventure,2003.0,223470.0,2099876
Indie,2003.0,223470.0,2099876
Action,2005.0,204340.0,188183
Adventure,2005.0,204340.0,188183
Indie,2005.0,204340.0,188183
Action,2009.0,348530.0,7628
Adventure,2009.0,348530.0,7628
Indie,2009.0,348530.0,7628
Action,2010.0,9940.0,41488
Adventure,2010.0,9940.0,41488
Indie,2010.0,9940.0,41488
Action,2010.0,41660.0,89
Adventure,2010.0,41660.0,89
Indie,2010.0,41660.0,89
Action,2011.0,10220.0,75183
Adventure,2011.0,10220.0,75183
Indie,2011.0,10220.0,75183
Action,2011.0,102810.0,8775
Adventure,2011.0,102810.0,8775
Indie,2011.0,102810.0,8775
Action,2012.0,102850.0,22649
Adventure,2012.0,102850.0,22649
Indie,2012.0,102850.0,22649
Action,2012.0,205230.0,102476
Adventure,2012.0,205230.0,102476
Indie,2012.0,205230.0,102476
Action,2012.0,431610.0,0
Adventure,2012.0,431610.0,0
Indie,2012.0,431610.0,0
Action,2013.0,217100.0,31229
Adventure,2013.0,217100.0,31229
Indie,2013.0,217100.0,31229
Action,2013.0,234370.0,1253
Adventure,2013.0,234370.0,1253
Indie,2013.0,234370.0,1253
Action,2013.0,249680.0,25015
Adventure,2013.0,249680.0,25015
Indie,2013.0,249680.0,25015
Action,2013.0,253350.0,6295
Adventure,2013.0,253350.0,6295
Indie,2013.0,253350.0,6295
Action,2013.0,345340.0,774
Adventure,2013.0,345340.0,774
Indie,2013.0,345340.0,774
Action,2014.0,261110.0,103155
Adventure,2014.0,261110.0,103155
Indie,2014.0,261110.0,103155
Action,2014.0,264480.0,634
Adventure,2014.0,264480.0,634
Indie,2014.0,264480.0,634
Action,2014.0,279160.0,15070
Adventure,2014.0,279160.0,15070
Indie,2014.0,279160.0,15070
Action,2014.0,296510.0,7043
Adventure,2014.0,296510.0,7043
Indie,2014.0,296510.0,7043
Action,2014.0,305010.0,5094
Adventure,2014.0,305010.0,5094
Indie,2014.0,305010.0,5094
Action,2014.0,305050.0,45449
Adventure,2014.0,305050.0,45449
Indie,2014.0,305050.0,45449
Action,2014.0,313590.0,5123
Adventure,2014.0,313590.0,5123
Indie,2014.0,313590.0,5123
Action,2014.0,320150.0,12696
Adventure,2014.0,320150.0,12696
Indie,2014.0,320150.0,12696
Action,2014.0,323430.0,100
Adventure,2014.0,323430.0,100
Indie,2014.0,323430.0,100
Action,2014.0,328640.0,2948
Adventure,2014.0,328640.0,2948
Indie,2014.0,328640.0,2948
Action,2014.0,364770.0,2949
Adventure,2014.0,364770.0,2949
Indie,2014.0,364770.0,2949
Action,2015.0,263640.0,991
Adventure,2015.0,263640.0,991
Indie,2015.0,263640.0,991
Action,2015.0,282780.0,1493
Adventure,2015.0,282780.0,1493
Indie,2015.0,282780.0,1493
Action,2015.0,307030.0,353
Adventure,2015.0,307030.0,353
Indie,2015.0,307030.0,353
Action,2015.0,346450.0,155
Adventure,2015.0,346450.0,155
Indie,2015.0,346450.0,155
Action,2015.0,348000.0,2
Adventure,2015.0,348000.0,2
Indie,2015.0,348000.0,2
Action,2015.0,348450.0,39
Adventure,2015.0,348450.0,39
Indie,2015.0,348450.0,39
Action,2015.0,354970.0,196
Adventure,2015.0,354970.0,196
Indie,2015.0,354970.0,196
Action,2015.0,357750.0,0
Adventure,2015.0,357750.0,0
Indie,2015.0,357750.0,0
Action,2015.0,365340.0,0
Adventure,2015.0,365340.0,0
Indie,2015.0,365340.0,0
Action,2015.0,366600.0,1837
Adventure,2015.0,366600.0,1837
Indie,2015.0,366600.0,1837
Action,2015.0,370220.0,28
Adventure,2015.0,370220.0,28
Indie,2015.0,370220.0,28
Action,2015.0,373360.0,14335
Adventure,2015.0,373360.0,14335
Indie,2015.0,373360.0,14335
Action,2015.0,380540.0,43
Adventure,2015.0,380540.0,43
Indie,2015.0,380540.0,43
Action,2015.0,381050.0,66
Adventure,2015.0,381050.0,66
Indie,2015.0,381050.0,66
Action,2015.0,381170.0,4599
Adventure,2015.0,381170.0,4599
Indie,2015.0,381170.0,4599
Action,2015.0,384280.0,344
Adventure,2015.0,384280.0,344
Indie,2015.0,384280.0,344
Action,2015.0,385220.0,3
Adventure,2015.0,385220.0,3
Indie,2015.0,385220.0,3
Action,2015.0,387880.0,4136
Adventure,2015.0,387880.0,4136
Indie,2015.0,387880.0,4136
Action,2015.0,391100.0,8
Adventure,2015.0,391100.0,8
Indie,2015.0,391100.0,8
Action,2015.0,391180.0,269
Adventure,2015.0,391180.0,269
Indie,2015.0,391180.0,269
Action,2015.0,393600.0,0
Adventure,2015.0,393600.0,0
Indie,2015.0,393600.0,0
Action,2015.0,397240.0,21
Adventure,2015.0,397240.0,21
Indie,2015.0,397240.0,21
Action,2015.0,401280.0,0
Adventure,2015.0,401280.0,0
Indie,2015.0,401280.0,0
Action,2015.0,401560.0,5024
Adventure,2015.0,401560.0,5024
Indie,2015.0,401560.0,5024
Action,2015.0,409420.0,657
Adventure,2015.0,409420.0,657
Indie,2015.0,409420.0,657
Action,2015.0,412010.0,7
Adventure,2015.0,412010.0,7
Indie,2015.0,412010.0,7
Action,2015.0,420070.0,3354
Adventure,2015.0,420070.0,3354
Indie,2015.0,420070.0,3354
Action,2015.0,453880.0,7145
Adventure,2015.0,453880.0,7145
Indie,2015.0,453880.0,7145
Action,2016.0,251230.0,3383
Adventure,2016.0,251230.0,3383
Indie,2016.0,251230.0,3383
Action,2016.0,284410.0,398
Adventure,2016.0,284410.0,398
Indie,2016.0,284410.0,398
Action,2016.0,334370.0,4168
Adventure,2016.0,334370.0,4168
Indie,2016.0,334370.0,4168
Action,2016.0,353700.0,4096
Adventure,2016.0,353700.0,4096
Indie,2016.0,353700.0,4096
Action,2016.0,375680.0,31
Adventure,2016.0,375680.0,31
Indie,2016.0,375680.0,31
Action,2016.0,405860.0,3328
Adventure,2016.0,405860.0,3328
Indie,2016.0,405860.0,3328
Action,2016.0,407830.0,2153
Adventure,2016.0,407830.0,2153
Indie,2016.0,407830.0,2153
Action,2016.0,416610.0,1008
Adventure,2016.0,416610.0,1008
Indie,2016.0,416610.0,1008
Action,2016.0,418340.0,270977
Adventure,2016.0,418340.0,270977
Indie,2016.0,418340.0,270977
Action,2016.0,422980.0,1647
Adventure,2016.0,422980.0,1647
Indie,2016.0,422980.0,1647
Action,2016.0,428210.0,834
Adventure,2016.0,428210.0,834
Indie,2016.0,428210.0,834
Action,2016.0,428440.0,1441
Adventure,2016.0,428440.0,1441
Indie,2016.0,428440.0,1441
Action,2016.0,431740.0,0
Adventure,2016.0,431740.0,0
Indie,2016.0,431740.0,0
Action,2016.0,432590.0,0
Adventure,2016.0,432590.0,0
Indie,2016.0,432590.0,0
Action,2016.0,433380.0,0
Adventure,2016.0,433380.0,0
Indie,2016.0,433380.0,0
Action,2016.0,434390.0,1506
Adventure,2016.0,434390.0,1506
Indie,2016.0,434390.0,1506
Action,2016.0,436060.0,1593
Adventure,2016.0,436060.0,1593
Indie,2016.0,436060.0,1593
Action,2016.0,438780.0,8
Adventure,2016.0,438780.0,8
Indie,2016.0,438780.0,8
Action,2016.0,440800.0,185
Adventure,2016.0,440800.0,185
Indie,2016.0,440800.0,185
Action,2016.0,450030.0,181
Adventure,2016.0,450030.0,181
Indie,2016.0,450030.0,181
Action,2016.0,451200.0,3
Adventure,2016.0,451200.0,3
Indie,2016.0,451200.0,3
Action,2016.0,454970.0,5206
Adventure,2016.0,454970.0,5206
Indie,2016.0,454970.0,5206
Action,2016.0,459100.0,6672
Adventure,2016.0,459100.0,6672
Indie,2016.0,459100.0,6672
Action,2016.0,466280.0,0
Adventure,2016.0,466280.0,0
Indie,2016.0,466280.0,0
Action,2016.0,466350.0,2519
Adventure,2016.0,466350.0,2519
Indie,2016.0,466350.0,2519
Action,2016.0,486630.0,725
Adventure,2016.0,486630.0,725
Indie,2016.0,486630.0,725
Action,2016.0,491030.0,515
Adventure,2016.0,491030.0,515
Indie,2016.0,491030.0,515
Action,2016.0,491170.0,2110
Adventure,2016.0,491170.0,2110
Indie,2016.0,491170.0,2110
Action,2016.0,491240.0,10
Adventure,2016.0,491240.0,10
Indie,2016.0,491240.0,10
Action,2016.0,491290.0,0
Adventure,2016.0,491290.0,0
Indie,2016.0,491290.0,0
Action,2016.0,498580.0,962
Adventure,2016.0,498580.0,962
Indie,2016.0,498580.0,962
Action,2016.0,501940.0,5736
Adventure,2016.0,501940.0,5736
Indie,2016.0,501940.0,5736
Action,2016.0,512550.0,0
Adventure,2016.0,512550.0,0
Indie,2016.0,512550.0,0
Action,2016.0,525190.0,0
Adventure,2016.0,525190.0,0
Indie,2016.0,525190.0,0
Action,2015.0,360590.0,12421
Adventure,2015.0,360590.0,12421
Massively Multiplayer,2015.0,360590.0,12421
Indie,2015.0,360590.0,12421
Casual,2015.0,360590.0,12421
RPG,2015.0,360590.0,12421
Strategy,2015.0,360590.0,12421
Simulation,2015.0,360590.0,12421
Action,2010.0,8190.0,13358169
Adventure,2010.0,8190.0,13358169
Massively Multiplayer,2010.0,8190.0,13358169
Action,2010.0,42700.0,8616029
Adventure,2010.0,42700.0,8616029
Massively Multiplayer,2010.0,42700.0,8616029
Action,2012.0,202970.0,2776571
Adventure,2012.0,202970.0,2776571
Massively Multiplayer,2012.0,202970.0,2776571
Action,2014.0,265550.0,776071
Adventure,2014.0,265550.0,776071
RPG,2014.0,265550.0,776071
Casual,2014.0,265550.0,776071
Action,2015.0,333250.0,5287
Adventure,2015.0,333250.0,5287
RPG,2015.0,333250.0,5287
Indie,2015.0,333250.0,5287
Casual,2015.0,333250.0,5287
Action,2015.0,331181.0,0
Adventure,2015.0,331181.0,0
RPG,2015.0,331181.0,0
Indie,2015.0,331181.0,0
Massively Multiplayer,2015.0,331181.0,0
Action,2016.0,451920.0,2746
Adventure,2016.0,451920.0,2746
RPG,2016.0,451920.0,2746
Indie,2016.0,451920.0,2746
Strategy,2016.0,451920.0,2746
Action,2017.0,503420.0,1
Adventure,2017.0,503420.0,1
RPG,2017.0,503420.0,1
Indie,2017.0,503420.0,1
Strategy,2017.0,503420.0,1
Action,2014.0,270430.0,18
Adventure,2014.0,270430.0,18
RPG,2014.0,270430.0,18
Indie,2014.0,270430.0,18
Action,2015.0,378080.0,5283
Adventure,2015.0,378080.0,5283
RPG,2015.0,378080.0,5283
Indie,2015.0,378080.0,5283
Action,2015.0,454700.0,922
Adventure,2015.0,454700.0,922
RPG,2015.0,454700.0,922
Indie,2015.0,454700.0,922
Action,2016.0,338310.0,2098
Adventure,2016.0,338310.0,2098
RPG,2016.0,338310.0,2098
Indie,2016.0,338310.0,2098
Action,2016.0,398150.0,7749
Adventure,2016.0,398150.0,7749
RPG,2016.0,398150.0,7749
Indie,2016.0,398150.0,7749
Action,2016.0,434650.0,21420
Adventure,2016.0,434650.0,21420
RPG,2016.0,434650.0,21420
Indie,2016.0,434650.0,21420
Action,2016.0,456040.0,0
Adventure,2016.0,456040.0,0
RPG,2016.0,456040.0,0
Indie,2016.0,456040.0,0
Action,2016.0,511010.0,1382
Adventure,2016.0,511010.0,1382
RPG,2016.0,511010.0,1382
Indie,2016.0,511010.0,1382
Action,2016.0,523760.0,63
Adventure,2016.0,523760.0,63
RPG,2016.0,523760.0,63
Massively Multiplayer,2016.0,523760.0,63
Indie,2016.0,523760.0,63
Action,2015.0,344760.0,3487778
Adventure,2015.0,344760.0,3487778
RPG,2015.0,344760.0,3487778
Simulation,2015.0,344760.0,3487778
Indie,2015.0,344760.0,3487778
Action,2014.0,289650.0,981441
Adventure,2014.0,289650.0,981441
RPG,2014.0,289650.0,981441
Simulation,2014.0,289650.0,981441
Action,2014.0,278080.0,817506
Adventure,2014.0,278080.0,817506
RPG,2014.0,278080.0,817506
Strategy,2014.0,278080.0,817506
Casual,2014.0,278080.0,817506
Action,2014.0,239160.0,1190293
Adventure,2014.0,239160.0,1190293
RPG,2014.0,239160.0,1190293
Strategy,2014.0,239160.0,1190293
Action,2016.0,371660.0,357726
Adventure,2016.0,371660.0,357726
RPG,2016.0,371660.0,357726
Strategy,2016.0,371660.0,357726
Action,2003.0,6020.0,1311524
Adventure,2003.0,6020.0,1311524
RPG,2003.0,6020.0,1311524
Action,2004.0,13230.0,345093
Adventure,2004.0,13230.0,345093
RPG,2004.0,13230.0,345093
Action,2005.0,12120.0,3179624
Adventure,2005.0,12120.0,3179624
RPG,2005.0,12120.0,3179624
Action,2008.0,15100.0,872567
Adventure,2008.0,15100.0,872567
RPG,2008.0,15100.0,872567
Action,2008.0,17470.0,928770
Adventure,2008.0,17470.0,928770
RPG,2008.0,17470.0,928770
Action,2008.0,45700.0,292320
Adventure,2008.0,45700.0,292320
RPG,2008.0,45700.0,292320
Action,2009.0,10150.0,745038
Adventure,2009.0,10150.0,745038
RPG,2009.0,10150.0,745038
Action,2009.0,32430.0,700696
Adventure,2009.0,32430.0,700696
RPG,2009.0,32430.0,700696
Action,2010.0,8850.0,1455920
Adventure,2010.0,8850.0,1455920
RPG,2010.0,8850.0,1455920
Action,2010.0,45740.0,822736
Adventure,2010.0,45740.0,822736
RPG,2010.0,45740.0,822736
Action,2010.0,50620.0,1655803
Adventure,2010.0,50620.0,1655803
RPG,2010.0,50620.0,1655803
Action,2011.0,22450.0,34576
Adventure,2011.0,22450.0,34576
RPG,2011.0,22450.0,34576
Action,2011.0,50130.0,2792604
Adventure,2011.0,50130.0,2792604
RPG,2011.0,50130.0,2792604
Action,2011.0,55230.0,24327660
Adventure,2011.0,55230.0,24327660
RPG,2011.0,55230.0,24327660
Action,2011.0,108800.0,1576484
Adventure,2011.0,108800.0,1576484
RPG,2011.0,108800.0,1576484
Action,2012.0,115320.0,740237
Adventure,2012.0,115320.0,740237
RPG,2012.0,115320.0,740237
Action,2012.0,203750.0,124887
Adventure,2012.0,203750.0,124887
RPG,2012.0,203750.0,124887
Action,2012.0,205100.0,7414669
Adventure,2012.0,205100.0,7414669
RPG,2012.0,205100.0,7414669
Action,2012.0,208670.0,43358
Adventure,2012.0,208670.0,43358
RPG,2012.0,208670.0,43358
Action,2012.0,220240.0,12057825
Adventure,2012.0,220240.0,12057825
RPG,2012.0,220240.0,12057825
Action,2013.0,8870.0,7548005
Adventure,2013.0,8870.0,7548005
RPG,2013.0,8870.0,7548005
Action,2013.0,234080.0,151150
Adventure,2013.0,234080.0,151150
RPG,2013.0,234080.0,151150
Action,2013.0,234670.0,1297014
Adventure,2013.0,234670.0,1297014
RPG,2013.0,234670.0,1297014
Action,2013.0,242050.0,5329546
Adventure,2013.0,242050.0,5329546
RPG,2013.0,242050.0,5329546
Action,2013.0,245730.0,18599
Adventure,2013.0,245730.0,18599
RPG,2013.0,245730.0,18599
Action,2014.0,239250.0,86863
Adventure,2014.0,239250.0,86863
RPG,2014.0,239250.0,86863
Action,2014.0,241930.0,6218109
Adventure,2014.0,241930.0,6218109
RPG,2014.0,241930.0,6218109
Action,2014.0,277590.0,78192
Adventure,2014.0,277590.0,78192
RPG,2014.0,277590.0,78192
Action,2014.0,298110.0,3229821
Adventure,2014.0,298110.0,3229821
RPG,2014.0,298110.0,3229821
Action,2014.0,302510.0,329329
Adventure,2014.0,302510.0,329329
RPG,2014.0,302510.0,329329
Action,2015.0,225540.0,3531576
Adventure,2015.0,225540.0,3531576
RPG,2015.0,225540.0,3531576
Action,2015.0,239140.0,6791633
Adventure,2015.0,239140.0,6791633
RPG,2015.0,239140.0,6791633
Action,2015.0,312780.0,66789
Adventure,2015.0,312780.0,66789
RPG,2015.0,312780.0,66789
Action,2015.0,323470.0,2479763
Adventure,2015.0,323470.0,2479763
RPG,2015.0,323470.0,2479763
Action,2015.0,329050.0,132610
Adventure,2015.0,329050.0,132610
RPG,2015.0,329050.0,132610
Action,2015.0,379380.0,0
Adventure,2015.0,379380.0,0
RPG,2015.0,379380.0,0
Action,2015.0,388410.0,237851
Adventure,2015.0,388410.0,237851
RPG,2015.0,388410.0,237851
Action,2016.0,408640.0,8059
Adventure,2016.0,408640.0,8059
RPG,2016.0,408640.0,8059
Action,2016.0,427510.0,9060
Adventure,2016.0,427510.0,9060
RPG,2016.0,427510.0,9060
Action,2016.0,403850.0,7045
Adventure,2016.0,403850.0,7045
Racing,2016.0,403850.0,7045
Indie,2016.0,403850.0,7045
Sports,2016.0,403850.0,7045
Simulation,2016.0,403850.0,7045
Action,2015.0,234140.0,2949910
Adventure,2015.0,234140.0,2949910
Racing,2015.0,234140.0,2949910
RPG,2015.0,234140.0,2949910
Action,2015.0,271590.0,58886281
Adventure,2015.0,271590.0,58886281
Racing,2015.0,271590.0,58886281
RPG,2015.0,271590.0,58886281
Action,2010.0,12220.0,4094053
Adventure,2010.0,12220.0,4094053
Racing,2010.0,12220.0,4094053
Action,2011.0,71340.0,728466
Adventure,2011.0,71340.0,728466
Racing,2011.0,71340.0,728466
Action,2011.0,301760.0,1784
Adventure,2011.0,301760.0,1784
Racing,2011.0,301760.0,1784
Action,2012.0,213610.0,372962
Adventure,2012.0,213610.0,372962
Racing,2012.0,213610.0,372962
Action,2014.0,307690.0,812290
Adventure,2014.0,307690.0,812290
Racing,2014.0,307690.0,812290
Action,2015.0,278970.0,10808
Adventure,2015.0,278970.0,10808
Simulation,2015.0,278970.0,10808
RPG,2015.0,278970.0,10808
Indie,2015.0,278970.0,10808
Action,2008.0,12200.0,1391394
Adventure,2008.0,12200.0,1391394
Simulation,2008.0,12200.0,1391394
Action,2014.0,256190.0,35542
Adventure,2014.0,256190.0,35542
Simulation,2014.0,256190.0,35542
Action,2015.0,311560.0,383812
Adventure,2015.0,311560.0,383812
Simulation,2015.0,311560.0,383812
Action,2015.0,407150.0,7127
Adventure,2015.0,407150.0,7127
Strategy,2015.0,407150.0,7127
Indie,2015.0,407150.0,7127
Casual,2015.0,407150.0,7127
Action,2014.0,243470.0,2939215
Adventure,2014.0,243470.0,2939215
Strategy,2014.0,243470.0,2939215
RPG,2014.0,243470.0,2939215
Simulation,2014.0,243470.0,2939215
Action,2012.0,211160.0,80537
Adventure,2012.0,211160.0,80537
Strategy,2012.0,211160.0,80537
RPG,2012.0,211160.0,80537
Action,2013.0,225260.0,895788
Adventure,2013.0,225260.0,895788
Strategy,2013.0,225260.0,895788
RPG,2013.0,225260.0,895788
Action,2013.0,235600.0,1626989
Adventure,2013.0,235600.0,1626989
Strategy,2013.0,235600.0,1626989
RPG,2013.0,235600.0,1626989
Action,2016.0,386330.0,0
Adventure,2016.0,386330.0,0
Strategy,2016.0,386330.0,0
RPG,2016.0,386330.0,0
Action,2013.0,34870.0,508709
Adventure,2013.0,34870.0,508709
Strategy,2013.0,34870.0,508709
Simulation,2013.0,34870.0,508709
Action,2014.0,238090.0,1361740
Adventure,2014.0,238090.0,1361740
Strategy,2014.0,238090.0,1361740
Simulation,2014.0,238090.0,1361740
Action,2005.0,6000.0,658701
Adventure,2005.0,6000.0,658701
Strategy,2005.0,6000.0,658701
Action,2007.0,400.0,5176044
Adventure,2007.0,400.0,5176044
Strategy,2007.0,400.0,5176044
Action,2007.0,12530.0,3628
Adventure,2007.0,12530.0,3628
Strategy,2007.0,12530.0,3628
Action,2008.0,19900.0,1171876
Adventure,2008.0,19900.0,1171876
Strategy,2008.0,19900.0,1171876
Action,2009.0,10180.0,5484170
Adventure,2009.0,10180.0,5484170
Strategy,2009.0,10180.0,5484170
Action,2010.0,10680.0,1463987
Adventure,2010.0,10680.0,1463987
Strategy,2010.0,10680.0,1463987
Action,2011.0,32510.0,325889
Adventure,2011.0,32510.0,325889
Strategy,2011.0,32510.0,325889
Action,2012.0,203140.0,5592883
Adventure,2012.0,203140.0,5592883
Strategy,2012.0,203140.0,5592883
Action,2012.0,212630.0,576921
Adventure,2012.0,212630.0,576921
Strategy,2012.0,212630.0,576921
Action,2013.0,247910.0,436850
Adventure,2013.0,247910.0,436850
Strategy,2013.0,247910.0,436850
Action,2014.0,275610.0,17905
Adventure,2014.0,275610.0,17905
Strategy,2014.0,275610.0,17905
Action,2015.0,208650.0,2064790
Adventure,2015.0,208650.0,2064790
Strategy,2015.0,208650.0,2064790
Action,2015.0,331600.0,399183
Adventure,2015.0,331600.0,399183
Strategy,2015.0,331600.0,399183
Action,2015.0,368500.0,513619
Adventure,2015.0,368500.0,513619
Strategy,2015.0,368500.0,513619
Action,2016.0,425210.0,1465
Adventure,2016.0,425210.0,1465
Strategy,2016.0,425210.0,1465
Action,2017.0,368070.0,0
Adventure,2017.0,368070.0,0
Strategy,2017.0,368070.0,0
Action,1990.0,358240.0,64
Adventure,1990.0,358240.0,64
Action,1991.0,358230.0,115
Adventure,1991.0,358230.0,115
Action,1992.0,358250.0,1164
Adventure,1992.0,358250.0,1164
Action,1993.0,370270.0,9135
